"block_id","Row_drug","Col_drug","HSA_score","SampleID"
4876,"Selinexor","Selumetinib",6.521,"CLL47"
4877,"Selumetinib","Duvelisib",2.73,"CLL47"
4878,"Selumetinib","Ibrutinib",2.687,"CLL47"
4879,"Selumetinib","MK-2206",6.223,"CLL47"
4880,"Selumetinib","Selumetinib",0.008,"CLL47"
4881,"Tipifarnib","Duvelisib",5.326,"CLL47"
4882,"Tipifarnib","Ibrutinib",4.843,"CLL47"
4883,"Tipifarnib","MK-2206",4.4,"CLL47"
4884,"Tipifarnib","Selumetinib",2.762,"CLL47"
4885,"Trametinib","Duvelisib",4.089,"CLL47"
4886,"Trametinib","Ibrutinib",3.635,"CLL47"
4887,"Trametinib","MK-2206",6.997,"CLL47"
4888,"Trametinib","Selumetinib",1.453,"CLL47"
4889,"Venetoclax","Duvelisib",8.661,"CLL47"
4890,"Venetoclax","Ibrutinib",7.292,"CLL47"
4891,"Venetoclax","MK-2206",7.212,"CLL47"
4892,"Venetoclax","Selumetinib",7.71,"CLL47"
4893,"Vismodegib","Duvelisib",-3.105,"CLL47"
4894,"Vismodegib","Ibrutinib",-2.928,"CLL47"
4895,"Vismodegib","MK-2206",-1.904,"CLL47"
4896,"Vismodegib","Selumetinib",-2.234,"CLL47"
4897,"AZD8055","Duvelisib",10.145,"CLL48"
4898,"AZD8055","Ibrutinib",7.375,"CLL48"
4899,"AZD8055","MK-2206",6.625,"CLL48"
4900,"AZD8055","Selumetinib",5.245,"CLL48"
4901,"Birinapant","Duvelisib",8.282,"CLL48"
4902,"Birinapant","Ibrutinib",11.09,"CLL48"
4903,"Birinapant","MK-2206",8.082,"CLL48"
4904,"Birinapant","Selumetinib",7.232,"CLL48"
4905,"BX-912","Duvelisib",1.927,"CLL48"
4906,"BX-912","Ibrutinib",0.872,"CLL48"
4907,"BX-912","MK-2206",5.384,"CLL48"
4908,"BX-912","Selumetinib",3.41,"CLL48"
4909,"CHIR-99021","Duvelisib",4.033,"CLL48"
4910,"CHIR-99021","Ibrutinib",2.702,"CLL48"
4911,"CHIR-99021","MK-2206",3.547,"CLL48"
4912,"CHIR-99021","Selumetinib",4.299,"CLL48"
4913,"Dasatinib","Duvelisib",6.592,"CLL48"
4914,"Dasatinib","Ibrutinib",8.045,"CLL48"
4915,"Dasatinib","MK-2206",5.595,"CLL48"
4916,"Dasatinib","Selumetinib",4.467,"CLL48"
4917,"Duvelisib","Duvelisib",5.873,"CLL48"
4918,"Duvelisib","Ibrutinib",7.443,"CLL48"
4919,"Duvelisib","MK-2206",3.055,"CLL48"
4920,"Duvelisib","Selumetinib",2.85,"CLL48"
4921,"Fludarabine","Duvelisib",-0.352,"CLL48"
4922,"Fludarabine","Ibrutinib",0.211,"CLL48"
4923,"Fludarabine","MK-2206",-1.054,"CLL48"
4924,"Fludarabine","Selumetinib",1.355,"CLL48"
4925,"GDC-0152","Duvelisib",2.369,"CLL48"
4926,"GDC-0152","Ibrutinib",3.428,"CLL48"
4927,"GDC-0152","MK-2206",1.146,"CLL48"
4928,"GDC-0152","Selumetinib",3.151,"CLL48"
4929,"Gefitinib","Duvelisib",-6.332,"CLL48"
4930,"Gefitinib","Ibrutinib",-1.047,"CLL48"
4931,"Gefitinib","MK-2206",0.718,"CLL48"
4932,"Gefitinib","Selumetinib",-1.543,"CLL48"
4933,"GSK429286A","Duvelisib",4.14,"CLL48"
4934,"GSK429286A","Ibrutinib",3.76,"CLL48"
4935,"GSK429286A","MK-2206",6.473,"CLL48"
4936,"GSK429286A","Selumetinib",6.918,"CLL48"
4937,"Ibrutinib","Duvelisib",9.446,"CLL48"
4938,"Ibrutinib","Ibrutinib",8.851,"CLL48"
4939,"Ibrutinib","MK-2206",6.411,"CLL48"
4940,"Ibrutinib","Selumetinib",4.604,"CLL48"
4941,"KX2-391","Duvelisib",7.4,"CLL48"
4942,"KX2-391","Ibrutinib",6.438,"CLL48"
4943,"KX2-391","MK-2206",7.168,"CLL48"
4944,"KX2-391","Selumetinib",4.972,"CLL48"
4945,"Lenalidomide","Duvelisib",-5.07,"CLL48"
4946,"Lenalidomide","Ibrutinib",-6.469,"CLL48"
4947,"Lenalidomide","MK-2206",-2.5,"CLL48"
4948,"Lenalidomide","Selumetinib",-2.797,"CLL48"
4949,"MK-2206","Duvelisib",4.745,"CLL48"
4950,"MK-2206","Ibrutinib",5.655,"CLL48"
4951,"MK-2206","MK-2206",4.319,"CLL48"
4952,"MK-2206","Selumetinib",6.656,"CLL48"
4953,"Onalespib","Duvelisib",4.509,"CLL48"
4954,"Onalespib","Ibrutinib",5.291,"CLL48"
4955,"Onalespib","MK-2206",-0.183,"CLL48"
4956,"Onalespib","Selumetinib",2.469,"CLL48"
4957,"PRT062607","Duvelisib",11.939,"CLL48"
4958,"PRT062607","Ibrutinib",12.222,"CLL48"
4959,"PRT062607","MK-2206",10.72,"CLL48"
4960,"PRT062607","Selumetinib",6.995,"CLL48"
4961,"Quizartinib","Duvelisib",-4.226,"CLL48"
4962,"Quizartinib","Ibrutinib",0.84,"CLL48"
4963,"Quizartinib","MK-2206",-0.061,"CLL48"
4964,"Quizartinib","Selumetinib",1.084,"CLL48"
4965,"Ruxolitinib","Duvelisib",-0.576,"CLL48"
4966,"Ruxolitinib","Ibrutinib",-0.919,"CLL48"
4967,"Ruxolitinib","MK-2206",-0.055,"CLL48"
4968,"Ruxolitinib","Selumetinib",-0.213,"CLL48"
4969,"Selinexor","Duvelisib",11.698,"CLL48"
4970,"Selinexor","Ibrutinib",10.106,"CLL48"
4971,"Selinexor","MK-2206",7.389,"CLL48"
4972,"Selinexor","Selumetinib",6.362,"CLL48"
4973,"Selumetinib","Duvelisib",4.215,"CLL48"
4974,"Selumetinib","Ibrutinib",4.093,"CLL48"
4975,"Selumetinib","MK-2206",6.997,"CLL48"
4976,"Selumetinib","Selumetinib",-0.412,"CLL48"
4977,"Tipifarnib","Duvelisib",6.054,"CLL48"
4978,"Tipifarnib","Ibrutinib",3.163,"CLL48"
4979,"Tipifarnib","MK-2206",9.974,"CLL48"
4980,"Tipifarnib","Selumetinib",5.128,"CLL48"
4981,"Trametinib","Duvelisib",10.549,"CLL48"
4982,"Trametinib","Ibrutinib",8.852,"CLL48"
4983,"Trametinib","MK-2206",12.752,"CLL48"
4984,"Trametinib","Selumetinib",5.153,"CLL48"
4985,"Venetoclax","Duvelisib",15.116,"CLL48"
4986,"Venetoclax","Ibrutinib",13.798,"CLL48"
4987,"Venetoclax","MK-2206",9.198,"CLL48"
4988,"Venetoclax","Selumetinib",7.984,"CLL48"
4989,"Vismodegib","Duvelisib",-4.235,"CLL48"
4990,"Vismodegib","Ibrutinib",-3.821,"CLL48"
4991,"Vismodegib","MK-2206",-1.867,"CLL48"
4992,"Vismodegib","Selumetinib",1.026,"CLL48"
4993,"AZD8055","Duvelisib",2.918,"CLL49"
4994,"AZD8055","Ibrutinib",1.252,"CLL49"
4995,"AZD8055","MK-2206",0.734,"CLL49"
4996,"AZD8055","Selumetinib",4.776,"CLL49"
4997,"Birinapant","Duvelisib",7.54,"CLL49"
4998,"Birinapant","Ibrutinib",6.48,"CLL49"
4999,"Birinapant","MK-2206",4.45,"CLL49"
5000,"Birinapant","Selumetinib",7.011,"CLL49"
5001,"BX-912","Duvelisib",5.195,"CLL49"
5002,"BX-912","Ibrutinib",2.812,"CLL49"
5003,"BX-912","MK-2206",4.417,"CLL49"
5004,"BX-912","Selumetinib",4.812,"CLL49"
5005,"CHIR-99021","Duvelisib",0.963,"CLL49"
5006,"CHIR-99021","Ibrutinib",0.71,"CLL49"
5007,"CHIR-99021","MK-2206",1.932,"CLL49"
5008,"CHIR-99021","Selumetinib",5.032,"CLL49"
5009,"Dasatinib","Duvelisib",7.781,"CLL49"
5010,"Dasatinib","Ibrutinib",3.893,"CLL49"
5011,"Dasatinib","MK-2206",6.18,"CLL49"
5012,"Dasatinib","Selumetinib",14.232,"CLL49"
5013,"Duvelisib","Duvelisib",3.69,"CLL49"
5014,"Duvelisib","Ibrutinib",1.816,"CLL49"
5015,"Duvelisib","MK-2206",2.061,"CLL49"
5016,"Duvelisib","Selumetinib",6.091,"CLL49"
5017,"Fludarabine","Duvelisib",1.782,"CLL49"
5018,"Fludarabine","Ibrutinib",-0.102,"CLL49"
5019,"Fludarabine","MK-2206",-0.007,"CLL49"
5020,"Fludarabine","Selumetinib",0.9,"CLL49"
5021,"GDC-0152","Duvelisib",2.148,"CLL49"
5022,"GDC-0152","Ibrutinib",3.263,"CLL49"
5023,"GDC-0152","MK-2206",0.942,"CLL49"
5024,"GDC-0152","Selumetinib",0.726,"CLL49"
5025,"Gefitinib","Duvelisib",3.175,"CLL49"
5026,"Gefitinib","Ibrutinib",2.76,"CLL49"
5027,"Gefitinib","MK-2206",3.695,"CLL49"
5028,"Gefitinib","Selumetinib",3.623,"CLL49"
5029,"GSK429286A","Duvelisib",4.796,"CLL49"
5030,"GSK429286A","Ibrutinib",2.118,"CLL49"
5031,"GSK429286A","MK-2206",1.892,"CLL49"
5032,"GSK429286A","Selumetinib",3.686,"CLL49"
5033,"Ibrutinib","Duvelisib",10.881,"CLL49"
5034,"Ibrutinib","Ibrutinib",2.827,"CLL49"
5035,"Ibrutinib","MK-2206",8.132,"CLL49"
5036,"Ibrutinib","Selumetinib",8.975,"CLL49"
5037,"KX2-391","Duvelisib",8.468,"CLL49"
5038,"KX2-391","Ibrutinib",3.85,"CLL49"
5039,"KX2-391","MK-2206",8.185,"CLL49"
5040,"KX2-391","Selumetinib",14.827,"CLL49"
5041,"Lenalidomide","Duvelisib",8.206,"CLL49"
5042,"Lenalidomide","Ibrutinib",5.196,"CLL49"
5043,"Lenalidomide","MK-2206",8.333,"CLL49"
5044,"Lenalidomide","Selumetinib",4.685,"CLL49"
5045,"MK-2206","Duvelisib",6.751,"CLL49"
5046,"MK-2206","Ibrutinib",5.03,"CLL49"
5047,"MK-2206","MK-2206",3.376,"CLL49"
5048,"MK-2206","Selumetinib",6.939,"CLL49"
5049,"Onalespib","Duvelisib",7.777,"CLL49"
5050,"Onalespib","Ibrutinib",7.488,"CLL49"
5051,"Onalespib","MK-2206",6.24,"CLL49"
5052,"Onalespib","Selumetinib",11.96,"CLL49"
5053,"PRT062607","Duvelisib",2.145,"CLL49"
5054,"PRT062607","Ibrutinib",2.232,"CLL49"
5055,"PRT062607","MK-2206",3.856,"CLL49"
5056,"PRT062607","Selumetinib",9.974,"CLL49"
5057,"Quizartinib","Duvelisib",5.121,"CLL49"
5058,"Quizartinib","Ibrutinib",2.711,"CLL49"
5059,"Quizartinib","MK-2206",3.843,"CLL49"
5060,"Quizartinib","Selumetinib",3.383,"CLL49"
5061,"Ruxolitinib","Duvelisib",2.735,"CLL49"
5062,"Ruxolitinib","Ibrutinib",1.38,"CLL49"
5063,"Ruxolitinib","MK-2206",1.763,"CLL49"
5064,"Ruxolitinib","Selumetinib",0.112,"CLL49"
5065,"Selinexor","Duvelisib",7.272,"CLL49"
5066,"Selinexor","Ibrutinib",2.061,"CLL49"
5067,"Selinexor","MK-2206",5.666,"CLL49"
5068,"Selinexor","Selumetinib",9.426,"CLL49"
5069,"Selumetinib","Duvelisib",6.558,"CLL49"
5070,"Selumetinib","Ibrutinib",5.243,"CLL49"
5071,"Selumetinib","MK-2206",8.41,"CLL49"
5072,"Selumetinib","Selumetinib",1.662,"CLL49"
5073,"Tipifarnib","Duvelisib",8.904,"CLL49"
5074,"Tipifarnib","Ibrutinib",8.589,"CLL49"
5075,"Tipifarnib","MK-2206",4.887,"CLL49"
5076,"Tipifarnib","Selumetinib",5.812,"CLL49"
5077,"Trametinib","Duvelisib",13.305,"CLL49"
5078,"Trametinib","Ibrutinib",7.152,"CLL49"
5079,"Trametinib","MK-2206",11.204,"CLL49"
5080,"Trametinib","Selumetinib",4.718,"CLL49"
5081,"Venetoclax","Duvelisib",9.788,"CLL49"
5082,"Venetoclax","Ibrutinib",8.221,"CLL49"
5083,"Venetoclax","MK-2206",7.448,"CLL49"
5084,"Venetoclax","Selumetinib",9.794,"CLL49"
5085,"Vismodegib","Duvelisib",-0.659,"CLL49"
5086,"Vismodegib","Ibrutinib",-1.984,"CLL49"
5087,"Vismodegib","MK-2206",-1.095,"CLL49"
5088,"Vismodegib","Selumetinib",-1.39,"CLL49"
5089,"AZD8055","Duvelisib",0.447,"CLL50"
5090,"AZD8055","Ibrutinib",2.306,"CLL50"
5091,"AZD8055","MK-2206",1.155,"CLL50"
5092,"AZD8055","Selumetinib",2.575,"CLL50"
5093,"Birinapant","Duvelisib",4.462,"CLL50"
5094,"Birinapant","Ibrutinib",2.958,"CLL50"
5095,"Birinapant","MK-2206",3.739,"CLL50"
5096,"Birinapant","Selumetinib",5.745,"CLL50"
5097,"BX-912","Duvelisib",1.153,"CLL50"
5098,"BX-912","Ibrutinib",1.347,"CLL50"
5099,"BX-912","MK-2206",21.934,"CLL50"
5100,"BX-912","Selumetinib",3.221,"CLL50"
5101,"CHIR-99021","Duvelisib",-3.403,"CLL50"
5102,"CHIR-99021","Ibrutinib",-1.678,"CLL50"
5103,"CHIR-99021","MK-2206",11.441,"CLL50"
5104,"CHIR-99021","Selumetinib",1.796,"CLL50"
5105,"Dasatinib","Duvelisib",4.686,"CLL50"
5106,"Dasatinib","Ibrutinib",2.597,"CLL50"
5107,"Dasatinib","MK-2206",21.267,"CLL50"
5108,"Dasatinib","Selumetinib",5.338,"CLL50"
5109,"Duvelisib","Duvelisib",0.338,"CLL50"
5110,"Duvelisib","Ibrutinib",2.003,"CLL50"
5111,"Duvelisib","MK-2206",11.055,"CLL50"
5112,"Duvelisib","Selumetinib",4.289,"CLL50"
5113,"Fludarabine","Duvelisib",0.293,"CLL50"
5114,"Fludarabine","Ibrutinib",0.14,"CLL50"
5115,"Fludarabine","MK-2206",-1.23,"CLL50"
5116,"Fludarabine","Selumetinib",2.002,"CLL50"
5117,"GDC-0152","Duvelisib",1.585,"CLL50"
5118,"GDC-0152","Ibrutinib",4.407,"CLL50"
5119,"GDC-0152","MK-2206",16.995,"CLL50"
5120,"GDC-0152","Selumetinib",3.664,"CLL50"
5121,"Gefitinib","Duvelisib",-0.134,"CLL50"
5122,"Gefitinib","Ibrutinib",0.213,"CLL50"
5123,"Gefitinib","MK-2206",0.541,"CLL50"
5124,"Gefitinib","Selumetinib",0.831,"CLL50"
5125,"GSK429286A","Duvelisib",1.331,"CLL50"
5126,"GSK429286A","Ibrutinib",0.493,"CLL50"
5127,"GSK429286A","MK-2206",4.46,"CLL50"
5128,"GSK429286A","Selumetinib",1.644,"CLL50"
5129,"Ibrutinib","Duvelisib",2.132,"CLL50"
5130,"Ibrutinib","Ibrutinib",3.024,"CLL50"
5131,"Ibrutinib","MK-2206",27.978,"CLL50"
5132,"Ibrutinib","Selumetinib",3.82,"CLL50"
5133,"KX2-391","Duvelisib",5.669,"CLL50"
5134,"KX2-391","Ibrutinib",1.579,"CLL50"
5135,"KX2-391","MK-2206",23.302,"CLL50"
5136,"KX2-391","Selumetinib",5.346,"CLL50"
5137,"Lenalidomide","Duvelisib",3.806,"CLL50"
5138,"Lenalidomide","Ibrutinib",2.347,"CLL50"
5139,"Lenalidomide","MK-2206",2.899,"CLL50"
5140,"Lenalidomide","Selumetinib",4.143,"CLL50"
5141,"MK-2206","Duvelisib",1.969,"CLL50"
5142,"MK-2206","Ibrutinib",2.782,"CLL50"
5143,"MK-2206","MK-2206",13.781,"CLL50"
5144,"MK-2206","Selumetinib",3.447,"CLL50"
5145,"Onalespib","Duvelisib",3.382,"CLL50"
5146,"Onalespib","Ibrutinib",5.16,"CLL50"
5147,"Onalespib","MK-2206",11.052,"CLL50"
5148,"Onalespib","Selumetinib",5.509,"CLL50"
5149,"PRT062607","Duvelisib",2.553,"CLL50"
5150,"PRT062607","Ibrutinib",0.566,"CLL50"
5151,"PRT062607","MK-2206",3.56,"CLL50"
5152,"PRT062607","Selumetinib",6.205,"CLL50"
5153,"Quizartinib","Duvelisib",1.828,"CLL50"
5154,"Quizartinib","Ibrutinib",1.885,"CLL50"
5155,"Quizartinib","MK-2206",16.301,"CLL50"
5156,"Quizartinib","Selumetinib",4.85,"CLL50"
5157,"Ruxolitinib","Duvelisib",0.534,"CLL50"
5158,"Ruxolitinib","Ibrutinib",-0.484,"CLL50"
5159,"Ruxolitinib","MK-2206",1.108,"CLL50"
5160,"Ruxolitinib","Selumetinib",0.699,"CLL50"
5161,"Selinexor","Duvelisib",5.112,"CLL50"
5162,"Selinexor","Ibrutinib",4.019,"CLL50"
5163,"Selinexor","MK-2206",23.435,"CLL50"
5164,"Selinexor","Selumetinib",6.23,"CLL50"
5165,"Selumetinib","Duvelisib",2.056,"CLL50"
5166,"Selumetinib","Ibrutinib",-0.664,"CLL50"
5167,"Selumetinib","MK-2206",5.291,"CLL50"
5168,"Selumetinib","Selumetinib",1.633,"CLL50"
5169,"Tipifarnib","Duvelisib",3.144,"CLL50"
5170,"Tipifarnib","Ibrutinib",5.73,"CLL50"
5171,"Tipifarnib","MK-2206",12.702,"CLL50"
5172,"Tipifarnib","Selumetinib",6.644,"CLL50"
5173,"Trametinib","Duvelisib",7.27,"CLL50"
5174,"Trametinib","Ibrutinib",3.623,"CLL50"
5175,"Trametinib","MK-2206",27.823,"CLL50"
5176,"Trametinib","Selumetinib",4.078,"CLL50"
5177,"Venetoclax","Duvelisib",8.831,"CLL50"
5178,"Venetoclax","Ibrutinib",6.969,"CLL50"
5179,"Venetoclax","MK-2206",25.605,"CLL50"
5180,"Venetoclax","Selumetinib",10.606,"CLL50"
5181,"Vismodegib","Duvelisib",-4.408,"CLL50"
5182,"Vismodegib","Ibrutinib",-4.212,"CLL50"
5183,"Vismodegib","MK-2206",-3.208,"CLL50"
5184,"Vismodegib","Selumetinib",-1.554,"CLL50"
5185,"AZD8055","Duvelisib",4.895,"CLL51"
5186,"AZD8055","Ibrutinib",-1.826,"CLL51"
5187,"AZD8055","MK-2206",4.507,"CLL51"
5188,"AZD8055","Selumetinib",8.761,"CLL51"
5189,"Birinapant","Duvelisib",7.052,"CLL51"
5190,"Birinapant","Ibrutinib",-0.565,"CLL51"
5191,"Birinapant","MK-2206",4.337,"CLL51"
5192,"Birinapant","Selumetinib",7.241,"CLL51"
5193,"BX-912","Duvelisib",3.536,"CLL51"
5194,"BX-912","Ibrutinib",-0.975,"CLL51"
5195,"BX-912","MK-2206",0.903,"CLL51"
5196,"BX-912","Selumetinib",3.943,"CLL51"
5197,"CHIR-99021","Duvelisib",1.665,"CLL51"
5198,"CHIR-99021","Ibrutinib",1.603,"CLL51"
5199,"CHIR-99021","MK-2206",0.653,"CLL51"
5200,"CHIR-99021","Selumetinib",4.74,"CLL51"
5201,"Dasatinib","Duvelisib",7.856,"CLL51"
5202,"Dasatinib","Ibrutinib",8.317,"CLL51"
5203,"Dasatinib","MK-2206",11.115,"CLL51"
5204,"Dasatinib","Selumetinib",7.906,"CLL51"
5205,"Duvelisib","Duvelisib",3.315,"CLL51"
5206,"Duvelisib","Ibrutinib",0.029,"CLL51"
5207,"Duvelisib","MK-2206",3.998,"CLL51"
5208,"Duvelisib","Selumetinib",7.292,"CLL51"
5209,"Fludarabine","Duvelisib",2.542,"CLL51"
5210,"Fludarabine","Ibrutinib",-1.938,"CLL51"
5211,"Fludarabine","MK-2206",-3.575,"CLL51"
5212,"Fludarabine","Selumetinib",2.38,"CLL51"
5213,"GDC-0152","Duvelisib",2.232,"CLL51"
5214,"GDC-0152","Ibrutinib",-0.397,"CLL51"
5215,"GDC-0152","MK-2206",-3.188,"CLL51"
5216,"GDC-0152","Selumetinib",4.451,"CLL51"
5217,"Gefitinib","Duvelisib",-3.931,"CLL51"
5218,"Gefitinib","Ibrutinib",-4.884,"CLL51"
5219,"Gefitinib","MK-2206",-4.783,"CLL51"
5220,"Gefitinib","Selumetinib",-1.241,"CLL51"
5221,"GSK429286A","Duvelisib",5.684,"CLL51"
5222,"GSK429286A","Ibrutinib",0.88,"CLL51"
5223,"GSK429286A","MK-2206",3.031,"CLL51"
5224,"GSK429286A","Selumetinib",6.634,"CLL51"
5225,"Ibrutinib","Duvelisib",3.525,"CLL51"
5226,"Ibrutinib","Ibrutinib",1.241,"CLL51"
5227,"Ibrutinib","MK-2206",3.314,"CLL51"
5228,"Ibrutinib","Selumetinib",3.613,"CLL51"
5229,"KX2-391","Duvelisib",8.929,"CLL51"
5230,"KX2-391","Ibrutinib",0.46,"CLL51"
5231,"KX2-391","MK-2206",6.532,"CLL51"
5232,"KX2-391","Selumetinib",7.997,"CLL51"
5233,"Lenalidomide","Duvelisib",8.642,"CLL51"
5234,"Lenalidomide","Ibrutinib",2.686,"CLL51"
5235,"Lenalidomide","MK-2206",4.755,"CLL51"
5236,"Lenalidomide","Selumetinib",7.81,"CLL51"
5237,"MK-2206","Duvelisib",5.995,"CLL51"
5238,"MK-2206","Ibrutinib",1.932,"CLL51"
5239,"MK-2206","MK-2206",3.605,"CLL51"
5240,"MK-2206","Selumetinib",7.588,"CLL51"
5241,"Onalespib","Duvelisib",6.982,"CLL51"
5242,"Onalespib","Ibrutinib",4.802,"CLL51"
5243,"Onalespib","MK-2206",5.863,"CLL51"
5244,"Onalespib","Selumetinib",3.797,"CLL51"
5245,"PRT062607","Duvelisib",5.049,"CLL51"
5246,"PRT062607","Ibrutinib",1.543,"CLL51"
5247,"PRT062607","MK-2206",5.447,"CLL51"
5248,"PRT062607","Selumetinib",6.646,"CLL51"
5249,"Quizartinib","Duvelisib",1.954,"CLL51"
5250,"Quizartinib","Ibrutinib",-2.909,"CLL51"
5251,"Quizartinib","MK-2206",-3.563,"CLL51"
5252,"Quizartinib","Selumetinib",1.299,"CLL51"
5253,"Ruxolitinib","Duvelisib",-0.354,"CLL51"
5254,"Ruxolitinib","Ibrutinib",3.101,"CLL51"
5255,"Ruxolitinib","MK-2206",-5.548,"CLL51"
5256,"Ruxolitinib","Selumetinib",1.857,"CLL51"
5257,"Selinexor","Duvelisib",4.326,"CLL51"
5258,"Selinexor","Ibrutinib",1.272,"CLL51"
5259,"Selinexor","MK-2206",3.72,"CLL51"
5260,"Selinexor","Selumetinib",2.136,"CLL51"
5261,"Selumetinib","Duvelisib",4.641,"CLL51"
5262,"Selumetinib","Ibrutinib",-2.661,"CLL51"
5263,"Selumetinib","MK-2206",0.935,"CLL51"
5264,"Selumetinib","Selumetinib",0.627,"CLL51"
5265,"Tipifarnib","Duvelisib",6.244,"CLL51"
5266,"Tipifarnib","Ibrutinib",2.266,"CLL51"
5267,"Tipifarnib","MK-2206",4.549,"CLL51"
5268,"Tipifarnib","Selumetinib",4.709,"CLL51"
5269,"Trametinib","Duvelisib",13.114,"CLL51"
5270,"Trametinib","Ibrutinib",3.7,"CLL51"
5271,"Trametinib","MK-2206",10.054,"CLL51"
5272,"Trametinib","Selumetinib",4.566,"CLL51"
5273,"Venetoclax","Duvelisib",8.975,"CLL51"
5274,"Venetoclax","Ibrutinib",2.226,"CLL51"
5275,"Venetoclax","MK-2206",7.205,"CLL51"
5276,"Venetoclax","Selumetinib",5.719,"CLL51"
5277,"Vismodegib","Duvelisib",0.62,"CLL51"
5278,"Vismodegib","Ibrutinib",-4.759,"CLL51"
5279,"Vismodegib","MK-2206",-5.992,"CLL51"
5280,"Vismodegib","Selumetinib",0.046,"CLL51"
5281,"AZD8055","Duvelisib",5.843,"CLL52"
5282,"AZD8055","Ibrutinib",5.203,"CLL52"
5283,"AZD8055","MK-2206",3.149,"CLL52"
5284,"AZD8055","Selumetinib",7.124,"CLL52"
5285,"Birinapant","Duvelisib",5.019,"CLL52"
5286,"Birinapant","Ibrutinib",5.168,"CLL52"
5287,"Birinapant","MK-2206",2.858,"CLL52"
5288,"Birinapant","Selumetinib",5.832,"CLL52"
5289,"BX-912","Duvelisib",4.058,"CLL52"
5290,"BX-912","Ibrutinib",-0.644,"CLL52"
5291,"BX-912","MK-2206",2.357,"CLL52"
5292,"BX-912","Selumetinib",4.966,"CLL52"
5293,"CHIR-99021","Duvelisib",5.347,"CLL52"
5294,"CHIR-99021","Ibrutinib",3.984,"CLL52"
5295,"CHIR-99021","MK-2206",5.094,"CLL52"
5296,"CHIR-99021","Selumetinib",6.356,"CLL52"
5297,"Dasatinib","Duvelisib",3.994,"CLL52"
5298,"Dasatinib","Ibrutinib",1.316,"CLL52"
5299,"Dasatinib","MK-2206",2.537,"CLL52"
5300,"Dasatinib","Selumetinib",1.948,"CLL52"
5301,"Duvelisib","Duvelisib",7.808,"CLL52"
5302,"Duvelisib","Ibrutinib",4.834,"CLL52"
5303,"Duvelisib","MK-2206",6.266,"CLL52"
5304,"Duvelisib","Selumetinib",9.895,"CLL52"
5305,"Fludarabine","Duvelisib",4.977,"CLL52"
5306,"Fludarabine","Ibrutinib",1.877,"CLL52"
5307,"Fludarabine","MK-2206",1.704,"CLL52"
5308,"Fludarabine","Selumetinib",5.149,"CLL52"
5309,"GDC-0152","Duvelisib",4.127,"CLL52"
5310,"GDC-0152","Ibrutinib",2.049,"CLL52"
5311,"GDC-0152","MK-2206",0.495,"CLL52"
5312,"GDC-0152","Selumetinib",5.292,"CLL52"
5313,"Gefitinib","Duvelisib",-1.854,"CLL52"
5314,"Gefitinib","Ibrutinib",0.812,"CLL52"
5315,"Gefitinib","MK-2206",0.485,"CLL52"
5316,"Gefitinib","Selumetinib",0.917,"CLL52"
5317,"GSK429286A","Duvelisib",9.775,"CLL52"
5318,"GSK429286A","Ibrutinib",6.72,"CLL52"
5319,"GSK429286A","MK-2206",6.101,"CLL52"
5320,"GSK429286A","Selumetinib",9.642,"CLL52"
5321,"Ibrutinib","Duvelisib",5.252,"CLL52"
5322,"Ibrutinib","Ibrutinib",3.233,"CLL52"
5323,"Ibrutinib","MK-2206",4.519,"CLL52"
5324,"Ibrutinib","Selumetinib",5.508,"CLL52"
5325,"KX2-391","Duvelisib",6.861,"CLL52"
5326,"KX2-391","Ibrutinib",2.327,"CLL52"
5327,"KX2-391","MK-2206",4.045,"CLL52"
5328,"KX2-391","Selumetinib",4.332,"CLL52"
5329,"Lenalidomide","Duvelisib",1.746,"CLL52"
5330,"Lenalidomide","Ibrutinib",-1.797,"CLL52"
5331,"Lenalidomide","MK-2206",1.48,"CLL52"
5332,"Lenalidomide","Selumetinib",4.218,"CLL52"
5333,"MK-2206","Duvelisib",5.178,"CLL52"
5334,"MK-2206","Ibrutinib",5.782,"CLL52"
5335,"MK-2206","MK-2206",2.557,"CLL52"
5336,"MK-2206","Selumetinib",7.03,"CLL52"
5337,"Onalespib","Duvelisib",6.25,"CLL52"
5338,"Onalespib","Ibrutinib",5.651,"CLL52"
5339,"Onalespib","MK-2206",5.776,"CLL52"
5340,"Onalespib","Selumetinib",4.153,"CLL52"
5341,"PRT062607","Duvelisib",6.318,"CLL52"
5342,"PRT062607","Ibrutinib",3.576,"CLL52"
5343,"PRT062607","MK-2206",5.8,"CLL52"
5344,"PRT062607","Selumetinib",8.407,"CLL52"
5345,"Quizartinib","Duvelisib",5.53,"CLL52"
5346,"Quizartinib","Ibrutinib",1.133,"CLL52"
5347,"Quizartinib","MK-2206",3.025,"CLL52"
5348,"Quizartinib","Selumetinib",4.885,"CLL52"
5349,"Ruxolitinib","Duvelisib",3.129,"CLL52"
5350,"Ruxolitinib","Ibrutinib",-0.356,"CLL52"
5351,"Ruxolitinib","MK-2206",1.44,"CLL52"
5352,"Ruxolitinib","Selumetinib",3.891,"CLL52"
5353,"Selinexor","Duvelisib",2.661,"CLL52"
5354,"Selinexor","Ibrutinib",0.111,"CLL52"
5355,"Selinexor","MK-2206",4.828,"CLL52"
5356,"Selinexor","Selumetinib",5.65,"CLL52"
5357,"Selumetinib","Duvelisib",6.295,"CLL52"
